benchmark_id,elite_rate,elimination_rate,seed,best_value,error,time
CEC2022_F1,0.1,0.15,2112044542,9043.2511831200190500,8743.2511831200190500,1.636763
CEC2022_F1,0.1,0.15,2881573664,13813.0388399473831669,13513.0388399473831669,1.629101
CEC2022_F1,0.1,0.15,2372223958,8017.5626245160992767,7717.5626245160992767,1.637331
CEC2022_F1,0.1,0.15,145415183,7834.3807427328911217,7534.3807427328911217,1.646155
CEC2022_F1,0.1,0.15,2487350364,12087.6543631972817820,11787.6543631972817820,1.629670
CEC2022_F1,0.1,0.15,3686646044,11245.9349501413671533,10945.9349501413671533,1.647028
CEC2022_F1,0.1,0.15,3678671351,5657.1333195949109722,5357.1333195949109722,1.641030
CEC2022_F1,0.1,0.15,524986831,10532.9741732239563134,10232.9741732239563134,1.638874
CEC2022_F1,0.1,0.15,1459918617,9778.3472652035743522,9478.3472652035743522,1.636010
CEC2022_F1,0.1,0.15,1638605194,12492.7330831439030590,12192.7330831439030590,1.642888
CEC2022_F1,0.1,0.15,1884120510,6256.0082568427951628,5956.0082568427951628,1.641477
CEC2022_F1,0.1,0.2,2894928748,14296.5907258274655760,13996.5907258274655760,1.654432
CEC2022_F1,0.1,0.2,1806734915,11941.5705425281630596,11641.5705425281630596,1.641015
CEC2022_F1,0.1,0.2,3217235270,10446.4349950545438332,10146.4349950545438332,1.645169
CEC2022_F1,0.1,0.2,1790284968,11970.8135786873335746,11670.8135786873335746,1.650693
CEC2022_F1,0.1,0.2,3866555287,10257.4682717973573745,9957.4682717973573745,1.652288
CEC2022_F1,0.1,0.2,1850582270,11458.0939329409266065,11158.0939329409266065,1.670835
CEC2022_F1,0.1,0.2,77564218,9829.2759504019959422,9529.2759504019959422,1.645728
CEC2022_F1,0.1,0.2,2900478716,14447.0545305547875614,14147.0545305547875614,1.660158
CEC2022_F1,0.1,0.2,2658924762,11002.1805402918944310,10702.1805402918944310,1.653843
CEC2022_F1,0.1,0.2,4255501078,10526.7257774784266076,10226.7257774784266076,1.656067
CEC2022_F1,0.1,0.2,1632872662,13824.4220387526911509,13524.4220387526911509,1.659904
CEC2022_F1,0.1,0.2,904221688,10524.1192582558651338,10224.1192582558651338,1.690671
CEC2022_F1,0.1,0.2,4030529564,8520.5284596515703015,8220.5284596515703015,1.675656
CEC2022_F1,0.1,0.2,619566366,8374.2686256160213816,8074.2686256160213816,1.581562
CEC2022_F1,0.1,0.2,3493902821,5888.8096498584236542,5588.8096498584236542,1.540539
CEC2022_F1,0.1,0.2,2974449495,6838.6020886676442387,6538.6020886676442387,1.555922
