elite_rate,elimination_rate,benchmark_id,run_times,best,mean,std,mean_error,median_error,std_error,mean_time
0.05,0.05,CEC2022_F7,30,2000.6324814143038,2006.8161641982026,3.74754140838849,6.816164198202569,6.1801431105648135,3.74754140838849,6.018485030000253
0.05,0.1,CEC2022_F7,30,2001.3662332397032,2006.8147610438025,5.4286178091728745,6.814761043802727,5.01454185844716,5.4286178091728745,6.076599356662094
0.05,0.15,CEC2022_F7,30,2001.9509112531582,2006.0623718316704,3.7132117126017286,6.062371831670218,5.283746641097309,3.713211712601728,6.166564893334483
0.05,0.2,CEC2022_F7,30,2001.5357709875914,2007.5235370341688,5.264432422358754,7.523537034168938,6.022857662023284,5.2644324223587535,6.17422974666503
0.05,0.25,CEC2022_F7,30,2002.4332912398995,2007.1441670610077,4.428927244405884,7.1441670610075105,5.978464293765455,4.428927244405884,6.238137506664498
0.1,0.05,CEC2022_F7,30,2001.4240142332299,2008.1462948600918,6.027374930521675,8.146294860091576,6.618335929416617,6.027374930521675,6.149865336661848
0.1,0.1,CEC2022_F7,30,2001.8919156006743,2006.141319918831,3.906940630356417,6.141319918830884,5.751948279843987,3.906940630356417,6.198339056664069
0.1,0.15,CEC2022_F7,30,2001.898751462406,2006.287736206188,3.8712886996217355,6.287736206187856,5.5015554275374825,3.8712886996217355,6.267423726666796
0.1,0.2,CEC2022_F7,30,2001.2583864663402,2006.5279326078985,4.781041619335993,6.527932607898636,4.81366536666269,4.781041619335993,6.321853146671007
0.1,0.25,CEC2022_F7,30,2002.885016129003,2008.4470509223347,5.756455829226962,8.447050922334778,6.428353741933847,5.756455829226962,6.3762136933277365
0.15,0.05,CEC2022_F7,30,2001.655794992437,2005.9467783189257,4.6198541931086226,5.94677831892562,4.4226313096392005,4.6198541931086226,6.29327544333646
0.15,0.1,CEC2022_F7,30,2001.7364862654897,2005.7832232386745,4.253522599139926,5.783223238674312,4.374947486194742,4.253522599139926,6.350523730002654
0.15,0.15,CEC2022_F7,30,2001.6847854217742,2005.9056989382839,3.6653700297823013,5.905698938283694,5.308342342120454,3.665370029782301,6.430127756668177
0.15,0.2,CEC2022_F7,30,2000.644856829285,2005.4458724894203,3.5616538530776314,5.445872489420602,4.645215627976427,3.5616538530776314,6.463023493330305
0.15,0.25,CEC2022_F7,30,2001.0181165708084,2006.491281849327,4.542521551768627,6.491281849327053,5.2321196045492115,4.542521551768627,6.528313100002318
0.2,0.05,CEC2022_F7,30,2002.0151176819459,2006.8316328266915,4.605619839954741,6.83163282669143,5.883168983247742,4.605619839954741,6.393866850006938
0.2,0.1,CEC2022_F7,30,2002.3045699517402,2006.4461058390302,4.142649883975505,6.4461058390304435,5.174137945940515,4.142649883975504,6.418676720004684
0.2,0.15,CEC2022_F7,30,2001.0732397931265,2005.798123997183,3.8047399926460197,5.798123997183052,4.713016421639509,3.8047399926460193,6.5695728633358765
0.2,0.2,CEC2022_F7,30,2001.593667819658,2006.1737610519688,4.104770392378138,6.173761051968525,5.81265295516198,4.104770392378138,6.585098549999142
0.2,0.25,CEC2022_F7,30,2001.7155573924306,2004.8966002034556,2.5946954183134916,4.896600203456046,4.402512484357885,2.5946954183134916,6.641004146664637
0.25,0.05,CEC2022_F7,30,2000.9592995724445,2005.2565266246988,4.379026348086462,5.256526624698813,4.198973358239073,4.3790263480864615,6.55163662666649
0.25,0.1,CEC2022_F7,30,2002.0682402713367,2005.26463335514,2.2678139509560435,5.264633355140033,4.984355423376655,2.2678139509560435,6.55734715332898
0.25,0.15,CEC2022_F7,30,2001.8188265294043,2006.014439779841,4.808873364581766,6.014439779841435,4.560643043596883,4.808873364581765,6.654678839996147
0.25,0.2,CEC2022_F7,30,2000.9130947729561,2006.5962776524736,4.754801623478891,6.596277652473289,5.000969050738604,4.75480162347889,6.712641020002775
0.25,0.25,CEC2022_F7,30,2002.1596421703748,2006.2997675187653,4.69821822278455,6.299767518765141,5.017723703998399,4.69821822278455,6.7750305699980045
0.05,0.05,CEC2022_F8,30,2205.96696554507,2218.3285917398803,3.944471072594456,18.328591739880007,20.225422071864614,3.9444710725944563,6.255493733333424
0.05,0.1,CEC2022_F8,30,2204.585798487834,2218.0778764625693,5.00200643922171,18.077876462569005,20.396591726206452,5.002006439221711,6.304830863328728
